stem,cat,solid_fraction
MT_143,MTs,0.7711168597458103
MT_144,MTs,0.38851811815575504
MT_145,MTs,0.2560267660611041
MT_146,MTs,0.3376018137543035
MT_147,MTs,0.5604190606951512
MT_148,MTs,0.6754908081859174
MT_149,MTs,0.4893943134592437
MT_150,MTs,0.7145927106776694
MT_151,MTs,0.21274366745238896
MT_152,MTs,0.1548739214328427
MT_153,MTs,0.11695546569249904
MT_154,MTs,0.2796749331097001
MT_155,MTs,0.5512941391161532
MT_156,MTs,0.4373748266830997
MT_157,MTs,0.3220044566187076
MT_158,MTs,0.6503227859610838
MT_159,MTs,0.1147912885662432
MT_160,MTs,0.18533120608719664
MT_161,MTs,0.25663894984799374
MT_162,MTs,0.1721361623272597
MT_163,MTs,0.7613832853025937
MT_164,MTs,0.22284840531428396
MT_165,MTs,0.6148707873658757
MT_166,MTs,0.17539468617635734
MT_167,MTs,0.290853254831844
MT_168,MTs,0.6234794576707956
MT_169,MTs,0.10795873366382679
MT_170,MTs,0.11160828240664274
MT_171,MTs,0.6244683576735844
MT_172,MTs,0.721412037037037
MT_173,MTs,0.39629419550009454
MT_174,MTs,0.31821325047837373
MT_175,MTs,0.1938887256604076
MT_176,MTs,0.6538045438153625
MT_177,MTs,0.39583968511009643
MT_178,MTs,0.6415048933098026
MT_179,MTs,0.20834283857992528
MT_180,MTs,0.32672527576128974
MT_181,MTs,0.17456393542239224
MT_182,MTs,0.7826214589754881
MT_183,MTs,0.41569293227532755
MT_184,MTs,0.40396844949841015
MT_185,MTs,0.8031236129604972
MT_186,MTs,0.5585264603013761
MT_187,MTs,0.30415889610568575
MT_188,MTs,0.605149989511223
MT_189,MTs,0.1727340446898684
MT_190,MTs,0.37854230335517824
MT_191,MTs,0.7831861102650015
MT_192,MTs,0.41593482171198815
MT_193,MTs,0.682610514572584
MT_194,MTs,0.5964845242644249
MT_195,MTs,0.474603507301055
MT_196,MTs,0.3779648772334236
MT_197,MTs,0.5632895874466081
MT_198,MTs,0.28576176718738017
MT_199,MTs,0.8272954954319376
MT_200,MTs,0.45587359863011423
MT_201,MTs,0.2889582218900608
MT_202,MTs,0.16483632941548845
