feature,importance,std,family
original_glcm_ClusterProminence,0.0,0.0,original_glcm
original_glcm_Autocorrelation,0.0,0.0,original_glcm
original_firstorder_Range,0.0,0.0,original_firstorder
original_firstorder_MeanAbsoluteDeviation,0.0,0.0,original_firstorder
original_firstorder_Maximum,0.0,0.0,original_firstorder
original_firstorder_Kurtosis,0.0,0.0,original_firstorder
log-sigma-2-0-mm-3D_gldm_SmallDependenceEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_gldm
log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_gldm
log-sigma-2-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0,0.0,log-sigma-2-0-mm-3D_gldm
log-sigma-2-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,log-sigma-2-0-mm-3D_gldm
original_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,original_glszm
original_glszm_LargeAreaEmphasis,0.0,0.0,original_glszm
original_glszm_HighGrayLevelZoneEmphasis,0.0,0.0,original_glszm
original_glszm_GrayLevelNonUniformity,0.0,0.0,original_glszm
original_glrlm_RunLengthNonUniformityNormalized,0.0,0.0,original_glrlm
log-sigma-5-0-mm-3D_firstorder_Uniformity,0.0,0.0,log-sigma-5-0-mm-3D_firstorder
log-sigma-5-0-mm-3D_firstorder_Entropy,0.0,0.0,log-sigma-5-0-mm-3D_firstorder
log-sigma-4-0-mm-3D_ngtdm_Contrast,0.0,0.0,log-sigma-4-0-mm-3D_ngtdm
wavelet-LHH_firstorder_Skewness,0.0,0.0,wavelet-LHH_firstorder
log-sigma-4-0-mm-3D_glcm_MaximumProbability,0.0,0.0,log-sigma-4-0-mm-3D_glcm
log-sigma-4-0-mm-3D_glcm_Imc2,0.0,0.0,log-sigma-4-0-mm-3D_glcm
log-sigma-4-0-mm-3D_glcm_Idn,0.0,0.0,log-sigma-4-0-mm-3D_glcm
log-sigma-4-0-mm-3D_glcm_Contrast,0.0,0.0,log-sigma-4-0-mm-3D_glcm
log-sigma-4-0-mm-3D_glcm_ClusterTendency,0.0,0.0,log-sigma-4-0-mm-3D_glcm
log-sigma-4-0-mm-3D_glcm_ClusterProminence,0.0,0.0,log-sigma-4-0-mm-3D_glcm
log-sigma-4-0-mm-3D_firstorder_Variance,0.0,0.0,log-sigma-4-0-mm-3D_firstorder
wavelet-HHL_glcm_Imc1,0.0,0.0,wavelet-HHL_glcm
wavelet-HHL_glcm_Correlation,0.0,0.0,wavelet-HHL_glcm
wavelet-HHL_glcm_Autocorrelation,0.0,0.0,wavelet-HHL_glcm
wavelet-HHL_firstorder_Skewness,0.0,0.00327697166856828,wavelet-HHL_firstorder
wavelet-HHL_firstorder_Minimum,0.0,0.0,wavelet-HHL_firstorder
wavelet-HHH_firstorder_Kurtosis,0.0,0.0,wavelet-HHH_firstorder
wavelet-HLH_glrlm_ShortRunLowGrayLevelEmphasis,0.0,0.0,wavelet-HLH_glrlm
wavelet-HLH_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,wavelet-HLH_glrlm
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,wavelet-HLH_glrlm
wavelet-HLH_glrlm_LongRunEmphasis,0.0,0.0,wavelet-HLH_glrlm
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.00327697166856828,wavelet-HLH_gldm
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,0.0,wavelet-HLH_gldm
wavelet-HLH_glcm_MCC,0.0,0.0,wavelet-HLH_glcm
wavelet-HLH_glcm_Imc2,0.0,0.0,wavelet-HLH_glcm
wavelet-HHL_firstorder_Maximum,0.0,0.005181347150259086,wavelet-HHL_firstorder
wavelet-HHL_firstorder_Entropy,0.0,0.0,wavelet-HHL_firstorder
wavelet-HLH_glszm_SmallAreaEmphasis,0.0,0.0,wavelet-HLH_glszm
wavelet-HHL_gldm_DependenceEntropy,0.0,0.0,wavelet-HHL_gldm
wavelet-HHL_glcm_MaximumProbability,0.0,0.0023171688886008267,wavelet-HHL_glcm
wavelet-HHL_ngtdm_Busyness,0.0,0.0,wavelet-HHL_ngtdm
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,wavelet-HHL_glszm
wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,0.0,0.004634337777201653,wavelet-LHL_glszm
wavelet-LHL_glszm_SizeZoneNonUniformity,0.0,0.0,wavelet-LHL_glszm
wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,wavelet-LHL_glszm
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,0.0,wavelet-LHH_gldm
wavelet-LHH_glcm_Idmn,0.0,0.0,wavelet-LHH_glcm
wavelet-LHH_glcm_Correlation,0.0,0.0,wavelet-LHH_glcm
wavelet-HHL_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,wavelet-HHL_glszm
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,wavelet-HHL_glszm
wavelet-HHL_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,wavelet-HHL_glrlm
log-sigma-3-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,log-sigma-3-0-mm-3D_glrlm
log-sigma-3-0-mm-3D_gldm_DependenceVariance,0.0,0.0,log-sigma-3-0-mm-3D_gldm
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0,0.0,log-sigma-3-0-mm-3D_gldm
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,log-sigma-3-0-mm-3D_gldm
log-sigma-3-0-mm-3D_glcm_Imc2,0.0,0.0,log-sigma-3-0-mm-3D_glcm
wavelet-LHL_glszm_GrayLevelNonUniformity,0.0,0.0,wavelet-LHL_glszm
wavelet-LHL_glrlm_RunEntropy,0.0,0.0,wavelet-LHL_glrlm
wavelet-LHH_firstorder_Maximum,0.0,0.0,wavelet-LHH_firstorder
wavelet-LHH_firstorder_Kurtosis,0.0,0.0,wavelet-LHH_firstorder
wavelet-LHL_glcm_Idmn,0.0,0.0,wavelet-LHL_glcm
wavelet-LHL_glcm_Correlation,0.0,0.0,wavelet-LHL_glcm
wavelet-LHL_firstorder_Median,0.0,0.0,wavelet-LHL_firstorder
wavelet-HLL_gldm_SmallDependenceEmphasis,0.0,0.0,wavelet-HLL_gldm
wavelet-HLH_firstorder_Kurtosis,0.0,0.0,wavelet-HLH_firstorder
log-sigma-4-0-mm-3D_firstorder_Entropy,0.0,0.0,log-sigma-4-0-mm-3D_firstorder
log-sigma-3-0-mm-3D_ngtdm_Strength,0.0,0.0,log-sigma-3-0-mm-3D_ngtdm
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0,0.0023171688886008267,log-sigma-3-0-mm-3D_glszm
log-sigma-3-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0,0.0,log-sigma-3-0-mm-3D_glrlm
log-sigma-4-0-mm-3D_firstorder_Uniformity,0.0,0.0,log-sigma-4-0-mm-3D_firstorder
wavelet-LHH_glszm_SmallAreaEmphasis,0.0,0.00327697166856828,wavelet-LHH_glszm
wavelet-LHH_glszm_LargeAreaEmphasis,0.0,0.0,wavelet-LHH_glszm
wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,0.0,0.0023171688886008267,wavelet-LHH_glszm
wavelet-LHH_glszm_GrayLevelNonUniformity,0.0,0.0,wavelet-LHH_glszm
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,wavelet-LHH_glrlm
wavelet-LHH_glrlm_LongRunEmphasis,0.0,0.0,wavelet-LHH_glrlm
wavelet-LHH_gldm_LowGrayLevelEmphasis,0.0,0.0,wavelet-LHH_gldm
wavelet-LHL_firstorder_Mean,0.0,0.0,wavelet-LHL_firstorder
wavelet-LHL_glszm_LargeAreaEmphasis,0.0,0.0,wavelet-LHL_glszm
wavelet-HHH_gldm_DependenceEntropy,0.0,0.0,wavelet-HHH_gldm
wavelet-HHH_glcm_Correlation,0.0,0.0,wavelet-HHH_glcm
wavelet-HHH_firstorder_Maximum,0.0,0.0,wavelet-HHH_firstorder
wavelet-LLL_glcm_Contrast,0.0,0.0,wavelet-LLL_glcm
wavelet-HHH_glszm_ZoneEntropy,0.0,0.0,wavelet-HHH_glszm
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,wavelet-HHH_glszm
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.0,0.0,wavelet-HHH_glszm
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,wavelet-HHH_glrlm
wavelet-HHH_glrlm_LongRunEmphasis,0.0,0.0,wavelet-HHH_glrlm
wavelet-HHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,wavelet-HHH_gldm
wavelet-LLL_glrlm_LongRunEmphasis,0.0,0.00401345424477454,wavelet-LLL_glrlm
wavelet-LLH_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,wavelet-LLH_glszm
wavelet-LLH_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,wavelet-LLH_glszm
log-sigma-4-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis,0.0,0.0,log-sigma-4-0-mm-3D_glrlm
log-sigma-4-0-mm-3D_glrlm_GrayLevelVariance,0.0,0.0,log-sigma-4-0-mm-3D_glrlm
wavelet-LLL_glrlm_GrayLevelNonUniformityNormalized,0.0,0.0,wavelet-LLL_glrlm
wavelet-LLL_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,0.0,wavelet-LLL_gldm
wavelet-LLL_gldm_SmallDependenceEmphasis,0.0,0.0,wavelet-LLL_gldm
wavelet-LLL_gldm_DependenceNonUniformity,0.0,0.0,wavelet-LLL_gldm
wavelet-LLL_glcm_Correlation,0.0,0.0,wavelet-LLL_glcm
wavelet-LLL_glszm_LowGrayLevelZoneEmphasis,0.0,0.0,wavelet-LLL_glszm
wavelet-LLL_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,wavelet-LLL_glszm
wavelet-LLL_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,wavelet-LLL_glszm
wavelet-LLH_glrlm_LongRunEmphasis,0.0,0.0,wavelet-LLH_glrlm
wavelet-LLH_gldm_DependenceNonUniformityNormalized,0.0,0.0,wavelet-LLH_gldm
wavelet-LLH_gldm_DependenceEntropy,0.0,0.0,wavelet-LLH_gldm
wavelet-LLH_ngtdm_Strength,0.0,0.0,wavelet-LLH_ngtdm
wavelet-LLH_glszm_ZoneEntropy,0.0,0.0,wavelet-LLH_glszm
wavelet-LLL_glszm_LargeAreaEmphasis,0.0,0.0,wavelet-LLL_glszm
wavelet-LLL_glszm_HighGrayLevelZoneEmphasis,0.0,0.0,wavelet-LLL_glszm
wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis,0.0,0.0,wavelet-LLL_glrlm
wavelet-LLL_glrlm_RunLengthNonUniformity,0.0,0.0,wavelet-LLL_glrlm
log-sigma-3-0-mm-3D_glcm_ClusterTendency,0.0,0.0,log-sigma-3-0-mm-3D_glcm
log-sigma-3-0-mm-3D_glcm_ClusterShade,0.0,0.0,log-sigma-3-0-mm-3D_glcm
log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.0,0.0,log-sigma-3-0-mm-3D_glcm
log-sigma-3-0-mm-3D_firstorder_Skewness,0.0,0.00327697166856828,log-sigma-3-0-mm-3D_firstorder
log-sigma-3-0-mm-3D_firstorder_Range,0.0,0.0,log-sigma-3-0-mm-3D_firstorder
log-sigma-3-0-mm-3D_firstorder_Entropy,0.0,0.0,log-sigma-3-0-mm-3D_firstorder
log-sigma-3-0-mm-3D_firstorder_90Percentile,0.0,0.0023171688886008267,log-sigma-3-0-mm-3D_firstorder
wavelet-LLH_glcm_Idn,0.0,0.0,wavelet-LLH_glcm
wavelet-LLH_glcm_Idmn,0.0,0.0,wavelet-LLH_glcm
wavelet-LLH_glcm_Correlation,0.0,0.0,wavelet-LLH_glcm
wavelet-LLH_firstorder_Skewness,0.0,0.0,wavelet-LLH_firstorder
wavelet-LLH_firstorder_Kurtosis,0.0,0.0,wavelet-LLH_firstorder
wavelet-LLH_firstorder_InterquartileRange,0.0,0.0,wavelet-LLH_firstorder
log-sigma-2-0-mm-3D_ngtdm_Strength,0.0,0.0,log-sigma-2-0-mm-3D_ngtdm
log-sigma-1-0-mm-3D_firstorder_Median,0.0,0.0,log-sigma-1-0-mm-3D_firstorder
wavelet-HLL_glrlm_RunLengthNonUniformityNormalized,0.0,0.0,wavelet-HLL_glrlm
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,wavelet-HLL_glrlm
wavelet-HLH_firstorder_Median,0.0,0.0,wavelet-HLH_firstorder
wavelet-HLH_firstorder_Maximum,0.0,0.0023171688886008267,wavelet-HLH_firstorder
wavelet-HLL_firstorder_Skewness,0.0,0.00401345424477454,wavelet-HLL_firstorder
wavelet-HLL_firstorder_Median,0.0,0.0,wavelet-HLL_firstorder
wavelet-HLL_firstorder_MeanAbsoluteDeviation,0.0,0.0,wavelet-HLL_firstorder
wavelet-HLL_firstorder_Entropy,0.0,0.0,wavelet-HLL_firstorder
wavelet-HLL_firstorder_Energy,0.0,0.0,wavelet-HLL_firstorder
wavelet-HLL_firstorder_10Percentile,0.0,0.0,wavelet-HLL_firstorder
wavelet-LHH_glszm_ZoneEntropy,0.0,0.0,wavelet-LHH_glszm
log-sigma-1-0-mm-3D_firstorder_Entropy,0.0,0.0,log-sigma-1-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_firstorder_10Percentile,0.0,0.0,log-sigma-1-0-mm-3D_firstorder
wavelet-LLL_ngtdm_Strength,0.0,0.0,wavelet-LLL_ngtdm
wavelet-LLL_ngtdm_Complexity,0.0,0.0,wavelet-LLL_ngtdm
log-sigma-1-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,log-sigma-1-0-mm-3D_gldm
log-sigma-1-0-mm-3D_gldm_DependenceVariance,0.0,0.0,log-sigma-1-0-mm-3D_gldm
log-sigma-1-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,log-sigma-1-0-mm-3D_gldm
log-sigma-1-0-mm-3D_glcm_MaximumProbability,0.0,0.0,log-sigma-1-0-mm-3D_glcm
log-sigma-1-0-mm-3D_glcm_JointEnergy,0.0,0.0,log-sigma-1-0-mm-3D_glcm
log-sigma-1-0-mm-3D_glcm_ClusterShade,0.0,0.0,log-sigma-1-0-mm-3D_glcm
log-sigma-1-0-mm-3D_glcm_ClusterProminence,0.0,0.0,log-sigma-1-0-mm-3D_glcm
log-sigma-1-0-mm-3D_firstorder_Uniformity,0.0,0.0,log-sigma-1-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,log-sigma-1-0-mm-3D_glszm
log-sigma-1-0-mm-3D_glszm_LargeAreaEmphasis,0.0,0.0,log-sigma-1-0-mm-3D_glszm
log-sigma-1-0-mm-3D_glszm_GrayLevelVariance,0.0,0.0,log-sigma-1-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.0,0.0023171688886008267,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glszm_LargeAreaEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_glrlm
log-sigma-2-0-mm-3D_firstorder_Variance,0.0,0.0,log-sigma-2-0-mm-3D_firstorder
log-sigma-2-0-mm-3D_firstorder_Uniformity,0.0,0.0,log-sigma-2-0-mm-3D_firstorder
original_firstorder_InterquartileRange,0.0,0.0,original_firstorder
wavelet-HLL_gldm_DependenceEntropy,0.0,0.0,wavelet-HLL_gldm
wavelet-HLL_glcm_InverseVariance,0.0,0.0,wavelet-HLL_glcm
wavelet-HLL_glcm_Imc1,0.0,0.0,wavelet-HLL_glcm
wavelet-HLL_glcm_Idmn,0.0,0.0,wavelet-HLL_glcm
wavelet-HLL_glcm_Id,0.0,0.0,wavelet-HLL_glcm
wavelet-HLL_glcm_DifferenceAverage,0.0,0.0,wavelet-HLL_glcm
wavelet-HLL_glcm_ClusterShade,0.0,0.0,wavelet-HLL_glcm
wavelet-HLL_glszm_SmallAreaHighGrayLevelEmphasis,0.0,0.0023171688886008267,wavelet-HLL_glszm
wavelet-HLL_glszm_SmallAreaEmphasis,0.0,0.0,wavelet-HLL_glszm
wavelet-HLL_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,wavelet-HLL_glszm
wavelet-HLL_glszm_LargeAreaEmphasis,0.0,0.0,wavelet-HLL_glszm
log-sigma-2-0-mm-3D_firstorder_Maximum,0.0,0.0,log-sigma-2-0-mm-3D_firstorder
wavelet-LLH_firstorder_90Percentile,0.0,0.0,wavelet-LLH_firstorder
wavelet-LLH_firstorder_10Percentile,0.0,0.0,wavelet-LLH_firstorder
original_ngtdm_Strength,0.0,0.0,original_ngtdm
original_glszm_SmallAreaHighGrayLevelEmphasis,0.0,0.0,original_glszm
original_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,original_glszm
log-sigma-2-0-mm-3D_firstorder_InterquartileRange,0.0,0.0,log-sigma-2-0-mm-3D_firstorder
log-sigma-2-0-mm-3D_firstorder_Entropy,0.0,0.0,log-sigma-2-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_ngtdm_Strength,0.0,0.0,log-sigma-1-0-mm-3D_ngtdm
log-sigma-2-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,0.0,log-sigma-2-0-mm-3D_gldm
original_gldm_SmallDependenceEmphasis,0.0,0.0,original_gldm
original_gldm_DependenceVariance,0.0,0.0,original_gldm
original_gldm_DependenceNonUniformity,0.0,0.0,original_gldm
log-sigma-2-0-mm-3D_glcm_Contrast,0.0,0.0,log-sigma-2-0-mm-3D_glcm
log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.0,0.0,log-sigma-2-0-mm-3D_glcm
original_shape_Elongation,0.0,0.00401345424477454,original_shape
log-sigma-5-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,0.0,0.0,log-sigma-5-0-mm-3D_glszm
log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,log-sigma-5-0-mm-3D_glrlm
log-sigma-5-0-mm-3D_ngtdm_Contrast,0.0,0.0,log-sigma-5-0-mm-3D_ngtdm
original_shape_SurfaceVolumeRatio,-0.0005181347150259086,0.001554404145077726,original_shape
original_glcm_ClusterShade,-0.0005181347150259086,0.001554404145077726,original_glcm
log-sigma-2-0-mm-3D_glcm_MaximumProbability,-0.0005181347150259086,0.001554404145077726,log-sigma-2-0-mm-3D_glcm
log-sigma-1-0-mm-3D_ngtdm_Busyness,-0.0005181347150259086,0.0015544041450777258,log-sigma-1-0-mm-3D_ngtdm
log-sigma-2-0-mm-3D_firstorder_90Percentile,-0.0005181347150259086,0.002790240832712188,log-sigma-2-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,-0.0005181347150259086,0.001554404145077726,log-sigma-1-0-mm-3D_glszm
log-sigma-3-0-mm-3D_firstorder_Kurtosis,-0.0005181347150259086,0.001554404145077726,log-sigma-3-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_firstorder_Kurtosis,-0.0005181347150259086,0.001554404145077726,log-sigma-1-0-mm-3D_firstorder
wavelet-LLL_ngtdm_Contrast,-0.0005181347150259086,0.001554404145077726,wavelet-LLL_ngtdm
wavelet-HHH_glszm_SizeZoneNonUniformity,-0.0005181347150259086,0.00362694300518136,wavelet-HHH_glszm
wavelet-HHL_glszm_ZoneEntropy,-0.0005181347150259086,0.001554404145077726,wavelet-HHL_glszm
wavelet-HHL_glszm_GrayLevelVariance,-0.0005181347150259086,0.002790240832712188,wavelet-HHL_glszm
wavelet-HHL_glrlm_RunEntropy,-0.0005181347150259086,0.001554404145077726,wavelet-HHL_glrlm
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,-0.0005181347150259086,0.001554404145077726,wavelet-LHH_gldm
wavelet-LHH_glrlm_LongRunLowGrayLevelEmphasis,-0.0005181347150259086,0.001554404145077726,wavelet-LHH_glrlm
wavelet-LHH_gldm_LargeDependenceEmphasis,-0.0005181347150259086,0.002790240832712188,wavelet-LHH_gldm
log-sigma-4-0-mm-3D_glcm_Idmn,-0.0005181347150259086,0.001554404145077726,log-sigma-4-0-mm-3D_glcm
wavelet-LHL_ngtdm_Strength,-0.0005181347150259086,0.001554404145077726,wavelet-LHL_ngtdm
wavelet-HLL_glcm_MaximumProbability,-0.0005181347150259086,0.001554404145077726,wavelet-HLL_glcm
wavelet-HLL_firstorder_Kurtosis,-0.0005181347150259086,0.0036269430051813598,wavelet-HLL_firstorder
wavelet-HLH_firstorder_Minimum,-0.0005181347150259086,0.001554404145077726,wavelet-HLH_firstorder
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,-0.0005181347150259086,0.004303950188040469,wavelet-HLH_glszm
wavelet-HHL_firstorder_Mean,-0.0005181347150259086,0.001554404145077726,wavelet-HHL_firstorder
wavelet-HLH_glcm_Idmn,-0.0005181347150259086,0.001554404145077726,wavelet-HLH_glcm
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,-0.0005181347150259086,0.002790240832712188,wavelet-HLH_glszm
wavelet-LHL_glcm_MaximumProbability,-0.0005181347150259086,0.001554404145077726,wavelet-LHL_glcm
log-sigma-4-0-mm-3D_glszm_GrayLevelVariance,-0.0005181347150259086,0.00362694300518136,log-sigma-4-0-mm-3D_glszm
wavelet-HLL_glszm_LargeAreaLowGrayLevelEmphasis,-0.0005181347150259086,0.001554404145077726,wavelet-HLL_glszm
wavelet-HLL_gldm_LargeDependenceLowGrayLevelEmphasis,-0.0005181347150259086,0.001554404145077726,wavelet-HLL_gldm
log-sigma-5-0-mm-3D_ngtdm_Strength,-0.0005181347150259086,0.001554404145077726,log-sigma-5-0-mm-3D_ngtdm
wavelet-LLH_glrlm_LongRunLowGrayLevelEmphasis,-0.0005181347150259086,0.002790240832712188,wavelet-LLH_glrlm
wavelet-LLH_gldm_DependenceVariance,-0.0005181347150259086,0.004303950188040469,wavelet-LLH_gldm
wavelet-LLH_gldm_LargeDependenceEmphasis,-0.0005181347150259086,0.001554404145077726,wavelet-LLH_gldm
original_glrlm_LongRunLowGrayLevelEmphasis,-0.0005181347150259086,0.001554404145077726,original_glrlm
original_glszm_GrayLevelNonUniformityNormalized,-0.0005181347150259086,0.005409485237777506,original_glszm
original_shape_LeastAxisLength,-0.0005181347150259086,0.00362694300518136,original_shape
log-sigma-4-0-mm-3D_ngtdm_Strength,-0.0005181347150259086,0.001554404145077726,log-sigma-4-0-mm-3D_ngtdm
wavelet-LLH_glszm_GrayLevelNonUniformityNormalized,-0.0010362694300518171,0.0020725388601036342,wavelet-LLH_glszm
wavelet-LLH_glszm_GrayLevelVariance,-0.0010362694300518171,0.0020725388601036342,wavelet-LLH_glszm
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,-0.0010362694300518171,0.0020725388601036342,log-sigma-4-0-mm-3D_glszm
wavelet-HLL_ngtdm_Strength,-0.0010362694300518171,0.0020725388601036342,wavelet-HLL_ngtdm
wavelet-HLH_glszm_GrayLevelNonUniformityNormalized,-0.0010362694300518171,0.0020725388601036342,wavelet-HLH_glszm
log-sigma-4-0-mm-3D_firstorder_Kurtosis,-0.0010362694300518171,0.0020725388601036342,log-sigma-4-0-mm-3D_firstorder
wavelet-LHL_firstorder_Maximum,-0.0010362694300518171,0.0031088082901554515,wavelet-LHL_firstorder
wavelet-LHL_firstorder_Entropy,-0.0010362694300518171,0.0020725388601036342,wavelet-LHL_firstorder
log-sigma-1-0-mm-3D_gldm_SmallDependenceEmphasis,-0.0010362694300518171,0.003108808290155452,log-sigma-1-0-mm-3D_gldm
wavelet-LLL_gldm_LowGrayLevelEmphasis,-0.0010362694300518171,0.0020725388601036342,wavelet-LLL_gldm
wavelet-HHH_glcm_MCC,-0.0010362694300518171,0.0020725388601036342,wavelet-HHH_glcm
wavelet-HHL_glcm_Idmn,-0.0010362694300518171,0.0020725388601036342,wavelet-HHL_glcm
log-sigma-1-0-mm-3D_gldm_DependenceNonUniformityNormalized,-0.0010362694300518171,0.0031088082901554515,log-sigma-1-0-mm-3D_gldm
log-sigma-1-0-mm-3D_glrlm_RunEntropy,-0.0010362694300518171,0.0020725388601036342,log-sigma-1-0-mm-3D_glrlm
log-sigma-1-0-mm-3D_firstorder_InterquartileRange,-0.0010362694300518171,0.0020725388601036342,log-sigma-1-0-mm-3D_firstorder
log-sigma-1-0-mm-3D_firstorder_90Percentile,-0.0010362694300518171,0.0020725388601036342,log-sigma-1-0-mm-3D_firstorder
wavelet-HHH_glcm_Imc2,-0.0010362694300518171,0.0020725388601036342,wavelet-HHH_glcm
log-sigma-2-0-mm-3D_glszm_SmallAreaEmphasis,-0.0010362694300518171,0.0020725388601036342,log-sigma-2-0-mm-3D_glszm
log-sigma-2-0-mm-3D_gldm_DependenceVariance,-0.0010362694300518171,0.003877365167641404,log-sigma-2-0-mm-3D_gldm
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,-0.0010362694300518171,0.0020725388601036342,log-sigma-5-0-mm-3D_glszm
wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,-0.0010362694300518171,0.0020725388601036342,wavelet-LLH_glszm
wavelet-LLH_glszm_SmallAreaEmphasis,-0.0010362694300518171,0.0031088082901554515,wavelet-LLH_glszm
wavelet-LLH_firstorder_Minimum,-0.0010362694300518171,0.0020725388601036342,wavelet-LLH_firstorder
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,-0.0010362694300518171,0.0020725388601036342,wavelet-LLH_glszm
original_glszm_SmallAreaEmphasis,-0.0015544041450777258,0.003317680952037757,original_glszm
original_gldm_LowGrayLevelEmphasis,-0.0015544041450777258,0.0023743915517905993,original_gldm
log-sigma-4-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis,-0.0015544041450777258,0.0023743915517905993,log-sigma-4-0-mm-3D_glrlm
wavelet-LLH_glrlm_RunEntropy,-0.0015544041450777258,0.0023743915517905993,wavelet-LLH_glrlm
wavelet-HLL_glszm_ZoneEntropy,-0.0015544041450777258,0.0023743915517905993,wavelet-HLL_glszm
wavelet-HLL_glszm_SmallAreaLowGrayLevelEmphasis,-0.0015544041450777258,0.0023743915517905993,wavelet-HLL_glszm
wavelet-HHL_gldm_LargeDependenceLowGrayLevelEmphasis,-0.0015544041450777258,0.0023743915517905993,wavelet-HHL_gldm
wavelet-LHL_glszm_ZoneEntropy,-0.0015544041450777258,0.0023743915517905993,wavelet-LHL_glszm
wavelet-LHH_glrlm_RunEntropy,-0.0015544041450777258,0.004046761490107089,wavelet-LHH_glrlm
